patient_id	TCGA.A1.A0SE.01	TCGA.A1.A0SH.01	TCGA.A1.A0SJ.01	TCGA.A1.A0SK.01	TCGA.A1.A0SM.01	TCGA.A1.A0SO.01	TCGA.A1.A0SP.01	TCGA.A2.A04N.01	TCGA.A2.A04P.01
FGFR2	fibroblast growth factor receptor 2	TALC	inhibitor	TSU-68	TSU-68
FGFR2	fibroblast growth factor receptor 2	TALC	inhibitor	BGJ398	BGJ398
FGFR2	fibroblast growth factor receptor 2	TALC	inhibitor	PONATINIB	PONATINIB
FGFR2	fibroblast growth factor receptor 2	TALC	inhibitor	REGORAFENIB	REGORAFENIB
FGFR2	fibroblast growth factor receptor 2	TALC	inhibitor	LENVATINIB	LENVATINIB
FGFR2	fibroblast growth factor receptor 2	TALC	inhibitor	XL228	XL228
FGFR2	fibroblast growth factor receptor 2	TALC	inhibitor	BRIVANIB	BRIVANIB
FGFR2	fibroblast growth factor receptor 2	TALC	antibody	FP-1039	FP-1039
FGFR2	fibroblast growth factor receptor 2	MyCancerGenome	inhibitor	PONATINIB	PONATINIB
FGFR2	fibroblast growth factor receptor 2	MyCancerGenome	inhibitor	MASITINIB	MASITINIB
FGFR2	fibroblast growth factor receptor 2	MyCancerGenome	inhibitor	XL228	XL228
FGFR2	fibroblast growth factor receptor 2	MyCancerGenome	inhibitor	AZD4547	AZD4547
FGFR2	fibroblast growth factor receptor 2	MyCancerGenome	inhibitor	BGJ398	BGJ398
FGFR2	fibroblast growth factor receptor 2	MyCancerGenome	inhibitor	NINTEDANIB	NINTEDANIB
FGFR2	fibroblast growth factor receptor 2	MyCancerGenome	inhibitor	E-3810	E-3810
FGFR2	fibroblast growth factor receptor 2	MyCancerGenome	inhibitor	DOVITINIB	DOVITINIB
FGFR2	fibroblast growth factor receptor 2	CancerCommons	inhibitor	BGJ398	BGJ398
FGFR2	fibroblast growth factor receptor 2	GuideToPharmacologyInteractions	n/a	6954	PALIFERMIN
FGFR2	fibroblast growth factor receptor 2	GuideToPharmacologyInteractions	n/a	7707	AZD4547
FGFR2	fibroblast growth factor receptor 2	GuideToPharmacologyInteractions	n/a	7877	BGJ-398
FGFR2	fibroblast growth factor receptor 2	GuideToPharmacologyInteractions	n/a	5936	NINTEDANIB
NPY	neuropeptide Y	DrugBank	n/a	DB03380	L-TYROSINAMIDE
NPY	neuropeptide Y	DrugBank	n/a	DB02952	ALPHA-AMINOISOBUTYRIC ACID
GLUD1	glutamate dehydrogenase 1	DrugBank	n/a	DB00142	L-GLUTAMIC ACID
GLUD1	glutamate dehydrogenase 1	DrugBank	n/a	DB00157	NADH
GLUD1	glutamate dehydrogenase 1	DrugBank	inhibitor	DB00756	HEXACHLOROPHENE
GLUD1	glutamate dehydrogenase 1	DrugBank	n/a	DB04137	GUANOSINE-5-TRIPHOSPHATE	ENMD-2076@DROTRECOGIN ALFA	NA	PSEUDOEPHEDRINE	NA	NA	RONTALIZUMAB@SPHINGOSINE 1-PHOSPHATE#PHYTOSPHINGOSINE 1-PHOSPHATE#COMPOUND 26 [PMID:16190743]#DIHYDROSP​HINGOSINE​-1-PHOSPH​ATE#VPC03090-P#VPC03090-P#SPHINGOSINE 1-PHOSPHATE#AFD(R)#FTY720-PHOSPHATE	R-788#R788#R343#PACLITAXEL#N-(2-HYDROXY-1,1-DIMETHYLETHYL)-1-METHYL-3-(1H-PYRROLO[2,3-B]PYRIDIN-2-YL)-1H-INDOLE-5-CARBOXAMIDE#2-{[(1R,2S)-2-AMINOCYCLOHEXYL]AMINO}-4-[(3-METHYLPHENYL)AMINO]PYRIMIDINE-5-CARBOXAMIDE#STAUROSPORINE#ELLAGIC ACID#6-({5-FLUORO-2-[(3,4,5-TRIMETHOXYPHENYL)AMINO]PYRIMIDIN-4-YL}AMINO)-2,2-DIMETHYL-2H-PYRIDO[3,2-B][1,4]OXAZIN-3(4H)-ONE#2-{2-[(3,5-DIMETHYLPHENYL)AMINO]PYRIMIDIN-4-YL}-N-[(1S)-2-HYDROXY-1-METHYLETHYL]-4-METHYL-1,3-THIAZOLE-5-CARBOXAMIDE#FOSTAMATINIB#PRT062607#ACU-XSP-001#R343#FOSTAMATINIB#SYK INHIBITOR#SYK INHIBITOR II#SYK INHIBITOR III#TAMATINIB	NA
drugs_in_module13	PREDNISONE#MELPHALAN#IPILIMUMAB#TREMELIMUMAB#IPILIMUMAB#IPILIMUMAB#TREMELIMUMAB#IPILIMUMAB#IPILIMUMAB#TREMELIMUMAB#IPILIMUMAB#TREMELIMUMAB#IPILIMUMAB#IPILIMUMAB#CP-675206#IPILIMUMAB@ETHANOLAMINE OLEATE#ANTITHROMBIN#METHYL 5-[(4-TERT-BUTYLBENZOYL)AMINO]-2H-1,2,4-TRIAZOLE-3-CARBOXYLATE@V3381#FELBAMATE#DIMIRACETAM#AM-101#DEXANABINOL#LATREPIRDINE#AZD-6765#EVT-101#EVT-103#MEMANTINE#CNS-5161#MEMANTINE#NERAMEXANE#NEU-2000#EVT-101#BESONPRODIL#TRAXOPRODIL#RGH-896#L-GLUTAMIC ACID#TENOCYCLIDINE#PETHIDINE#ACETYLCYSTEINE#FELBAMATE#HALOPERIDOL#IFENPRODIL#MEMANTINE#FELBAMATE#MEMANTINE#HOMOQUINOLINIC ACID#D-SERINE#D-ASPARTATE#GLYCINE#L-ASPARTATE#MG<SUP>2+</SUP>#[<SUP>3</SUP>H]GLYCINE#GV196771A#(<I>RS</I>)-(TETRAZOL-5-YL)GLYCINE#CGP37849#(+)-HA966#NMDA#5,7-DICHLOROKYNURENIC ACID#CONANTOKIN-G#D-AP5#D-CCPENE#[<SUP>3</SUP>H]CGP61594#AMANTIDINE#L701324#L689560#[<SUP>3</SUP>H]DIZOCILPINE#LY233053#PHENCYCLIDINE#N<SUP>1</SUP>-DANSYL-SPERMINE#KETAMINE#DIZOCILPINE#SELFOTEL#NVP-AAM077#UBP141#[<SUP>3</SUP>H]CGP39653#[<SUP>3</SUP>H]MDL105519#[<SUP>3</SUP>H]L689560#[<SUP>3</SUP>H]CPP#[<SUP>3</SUP>H]CGS19755#VALPROIC ACID	NA	L-GLUTAMIC ACID#(1<I>S</I>,3<I>R</I>)-ACPD#L-GLUTAMIC ACID#D-AP4#L-CCG-I#L-AP4#MPPG#LY341495#L-SERINE-O-PHOSPHATE#DCG-IV#AZ12216052#[<SUP>3</SUP>H]AP4#(<I>S</I>)-3,4-DCPG#EGLUMEGAD#(<I>R,S</I>)-4-PPG@N-(3-(AMINOMETHYL)BENZYL)ACETAMIDINE#1,2,4-TRIAZOLE-CARBOXAMIDINE#L-N(OMEGA)-NITROARGININE-(4R)-AMINO-L-PROLINE AMIDE#S,S'-(1,4-PHENYLENE-BIS(1,2-ETHANEDIYL))BIS-ISOTHIOUREA#7-NITROINDAZOLE#ETHYLISOTHIOUREA#2-AMINOTHIAZOLINE#S-ETHYL-N-PHENYL-ISOTHIOUREA#S,S'-(1,3-PHENYLENE-BIS(1,2-ETHANEDIYL))BIS-ISOTHIOUREA#SE-ETHYL-ISOSELENOUREA#6S-5,6,7,8-TETRAHYDROBIOPTERIN#S-(DIMETHYLARSENIC)CYSTEINE#L-HOMOARGININE#S-ISOPROPYL-ISOTHIOUREA#(6R,1'R,2'S)-5,6,7,8 TETRAHYDROBIOPTERIN#NITROARGININE#2,4-DIAMINO-6-PHENYL-5,6,7,8,-TETRAHYDROPTERIDINE#5-NITROINDAZOLE#N-(CHLOROPHENYL)-N-HYDROXYGUANIDINE
NOS3	nitric oxide synthase 3 (endothelial cell)	DrugBank	n/a	DB02979	"N1,N14-BIS((S-METHYL)ISOTHIOUREIDO)TETRADECANE"
NOS3	nitric oxide synthase 3 (endothelial cell)	DrugBank	n/a	DB02994	HYDROXYDIMETHYLARSINE OXIDE
NOS3	nitric oxide synthase 3 (endothelial cell)	DrugBank	n/a	DB07001	"(3S,5E)-3-PROPYL-3,4-DIHYDROTHIENO[2,3-F][1,4]OXAZEPIN-5(2H)-IMINE"
NOS3	nitric oxide synthase 3 (endothelial cell)	DrugBank	n/a	DB03065	7-NITROINDAZOLE-2-CARBOXAMIDINE
NOS3	nitric oxide synthase 3 (endothelial cell)	DrugBank	cofactor	DB00360	TETRAHYDROBIOPTERIN
NOS3	nitric oxide synthase 3 (endothelial cell)	DrugBank	n/a	DB03100	6-NITROINDAZOLE
NOS3	nitric oxide synthase 3 (endothelial cell)	DrugBank	n/a	DB03144	N-OMEGA-HYDROXY-L-ARGININE
NOS3	nitric oxide synthase 3 (endothelial cell)	DrugBank	n/a	DB03305	N5-IMINOETHYL-L-ORNITHINE
NOS3	nitric oxide synthase 3 (endothelial cell)	DrugBank	n/a	DB03332	"5,6-CYCLIC-TETRAHYDROPTERIDINE"
NOS3	nitric oxide synthase 3 (endothelial cell)	DrugBank	n/a	DB00125	L-ARGININE
NOS3	nitric oxide synthase 3 (endothelial cell)	DrugBank	n/a	DB07244	"5-{4-[(3,5-DIFLUOROBENZYL)AMINO]PHENYL}-6-ETHYLPYRIMIDINE-2,4-DIAMINE"
NOS3	nitric oxide synthase 3 (endothelial cell)	DrugBank	n/a	DB00155	L-CITRULLINE
NOS3	nitric oxide synthase 3 (endothelial cell)	DrugBank	inhibitor	DB01110	MICONAZOLE
NOS3	nitric oxide synthase 3 (endothelial cell)	DrugBank	n/a	DB01686	"N,N-DIMETHYLARGININE"
NOS3	nitric oxide synthase 3 (endothelial cell)	TEND	n/a	TETRAHYDROBIOPTERIN	TETRAHYDROBIOPTERIN
GCK	glucokinase (hexokinase 4)	DrugBank	n/a	DB02379	BETA-D-GLUCOSE
GCK	glucokinase (hexokinase 4)	DrugBank	n/a	DB07359	"3-[(4-FLUOROPHENYL)SULFANYL]-N-(4-METHYL-1,3-THIAZOL-2-YL)-6-[(4-METHYL-4H-1,2,4-TRIAZOL-3-YL)SULFANYL]PYRIDINE-2-CARBOXAMIDE"
GCK	glucokinase (hexokinase 4)	DrugBank	n/a	DB07358	"2-AMINO-N-(4-METHYL-1,3-THIAZOL-2-YL)-5-[(4-METHYL-4H-1,2,4-TRIAZOL-3-YL)SULFANYL]BENZAMIDE"
GCK	glucokinase (hexokinase 4)	DrugBank	n/a	DB08118	"2-(METHYLAMINO)-N-(4-METHYL-1,3-THIAZOL-2-YL)-5-[(4-METHYL-4H-1,2,4-TRIAZOL-3-YL)SULFANYL]BENZAMIDE"
GCK	glucokinase (hexokinase 4)	DrugBank	n/a	DB08210	"2-AMINO-4-FLUORO-5-[(1-METHYL-1H-IMIDAZOL-2-YL)SULFANYL]-N-(1,3-THIAZOL-2-YL)BENZAMIDE"
GCK	glucokinase (hexokinase 4)	TdgClinicalTrial	n/a	LY-2599506	LY-2599506
GCK	glucokinase (hexokinase 4)	TdgClinicalTrial	n/a	ARRY-403	ARRY-403
GCK	glucokinase (hexokinase 4)	TTD	inhibitor	DCL000153	LONIDAMINE
GCK	glucokinase (hexokinase 4)	TTD	activator	DCL000457	AZD1656
GCK	glucokinase (hexokinase 4)	TTD	activator	DCL000475	AZD6370
GCK	glucokinase (hexokinase 4)	TTD	activator	DCL000614	R7201
GCK	glucokinase (hexokinase 4)	TTD	activator	DCL000201	PSN-101
GCK	glucokinase (hexokinase 4)	TTD	activator	DCL001154	AZD5658
GCK	glucokinase (hexokinase 4)	GuideToPharmacologyInteractions	n/a	7701	AZD1656
ALK	anaplastic lymphoma receptor tyrosine kinase	DoCM	n/a	CRIZOTINIB	CRIZOTINIB
ALK	anaplastic lymphoma receptor tyrosine kinase	DoCM	n/a	CERITINIB	CERITINIB
ALK	anaplastic lymphoma receptor tyrosine kinase	DoCM	n/a	CRIZOTINIB	CRIZOTINIB
ALK	anaplastic lymphoma receptor tyrosine kinase	DoCM	n/a	CRIZOTINIB	CRIZOTINIB
ALK	anaplastic lymphoma receptor tyrosine kinase	DoCM	n/a	CRIZOTINIB	CRIZOTINIB
ALK	anaplastic lymphoma receptor tyrosine kinase	DoCM	n/a	CRIZOTINIB	CRIZOTINIB
ALK	anaplastic lymphoma receptor tyrosine kinase	DoCM	n/a	CERITINIB	CERITINIB
ALK	anaplastic lymphoma receptor tyrosine kinase	DoCM	n/a	CRIZOTINIB	CRIZOTINIB
ALK	anaplastic lymphoma receptor tyrosine kinase	DoCM	n/a	CRIZOTINIB	CRIZOTINIB
ALK	anaplastic lymphoma receptor tyrosine kinase	DoCM	n/a	CRIZOTINIB	CRIZOTINIB
ALK	anaplastic lymphoma receptor tyrosine kinase	DoCM	n/a	CRIZOTINIB	CRIZOTINIB
ALK	anaplastic lymphoma receptor tyrosine kinase	DoCM	n/a	CRIZOTINIB	CRIZOTINIB
ALK	anaplastic lymphoma receptor tyrosine kinase	DoCM	n/a	CRIZOTINIB	CRIZOTINIB
ALK	anaplastic lymphoma receptor tyrosine kinase	DoCM	n/a	CRIZOTINIB	CRIZOTINIB
ALK	anaplastic lymphoma receptor tyrosine kinase	DoCM	n/a	CRIZOTINIB	CRIZOTINIB
ALK	anaplastic lymphoma receptor tyrosine kinase	DoCM	n/a	CERITINIB	CERITINIB
ALK	anaplastic lymphoma receptor tyrosine kinase	ChEMBL	inhibitor	CHEMBL601719	CRIZOTINIB
ALK	anaplastic lymphoma receptor tyrosine kinase	ChEMBL	inhibitor	CHEMBL2403108	CERITINIB
ALK	anaplastic lymphoma receptor tyrosine kinase	MyCancerGenomeClinicalTrial	inhibitor	AP26113	AP26113
ALK	anaplastic lymphoma receptor tyrosine kinase	MyCancerGenomeClinicalTrial	inhibitor	1032900-25-6	1032900-25-6
ALK	anaplastic lymphoma receptor tyrosine kinase	MyCancerGenomeClinicalTrial	inhibitor	CRENOLANIB	CRENOLANIB
ALK	anaplastic lymphoma receptor tyrosine kinase	MyCancerGenomeClinicalTrial	inhibitor	1032900-25-6	1032900-25-6
ALK	anaplastic lymphoma receptor tyrosine kinase	MyCancerGenomeClinicalTrial	inhibitor	CRENOLANIB	CRENOLANIB
ALK	anaplastic lymphoma receptor tyrosine kinase	MyCancerGenomeClinicalTrial	inhibitor	CRIZOTINIB	CRIZOTINIB
ALK	anaplastic lymphoma receptor tyrosine kinase	MyCancerGenomeClinicalTrial	inhibitor	GANETESPIB	GANETESPIB
ALK	anaplastic lymphoma receptor tyrosine kinase	MyCancerGenomeClinicalTrial	inhibitor	GANETESPIB	GANETESPIB
ALK	anaplastic lymphoma receptor tyrosine kinase	MyCancerGenomeClinicalTrial	inhibitor	1032900-25-6	1032900-25-6
ALK	anaplastic lymphoma receptor tyrosine kinase	MyCancerGenomeClinicalTrial	inhibitor	1032900-25-6	1032900-25-6
ALK	anaplastic lymphoma receptor tyrosine kinase	MyCancerGenomeClinicalTrial	inhibitor	AP26113	AP26113
ALK	anaplastic lymphoma receptor tyrosine kinase	MyCancerGenomeClinicalTrial	inhibitor	CRIZOTINIB	CRIZOTINIB
ALK	anaplastic lymphoma receptor tyrosine kinase	MyCancerGenomeClinicalTrial	inhibitor	AP26113	AP26113
ALK	anaplastic lymphoma receptor tyrosine kinase	MyCancerGenomeClinicalTrial	inhibitor	CRIZOTINIB	CRIZOTINIB
ALK	anaplastic lymphoma receptor tyrosine kinase	MyCancerGenomeClinicalTrial	inhibitor	1032900-25-6	1032900-25-6
ALK	anaplastic lymphoma receptor tyrosine kinase	MyCancerGenomeClinicalTrial	inhibitor	1032900-25-6	1032900-25-6
ALK	anaplastic lymphoma receptor tyrosine kinase	MyCancerGenomeClinicalTrial	inhibitor	CRENOLANIB	CRENOLANIB
ALK	anaplastic lymphoma receptor tyrosine kinase	MyCancerGenomeClinicalTrial	inhibitor	CRENOLANIB	CRENOLANIB
ALK	anaplastic lymphoma receptor tyrosine kinase	MyCancerGenomeClinicalTrial	inhibitor	1032900-25-6	1032900-25-6
ALK	anaplastic lymphoma receptor tyrosine kinase	MyCancerGenomeClinicalTrial	inhibitor	1032900-25-6	1032900-25-6
ALK	anaplastic lymphoma receptor tyrosine kinase	MyCancerGenomeClinicalTrial	inhibitor	CRENOLANIB	CRENOLANIB
ALK	anaplastic lymphoma receptor tyrosine kinase	MyCancerGenomeClinicalTrial	inhibitor	CRENOLANIB	CRENOLANIB
ALK	anaplastic lymphoma receptor tyrosine kinase	MyCancerGenomeClinicalTrial	inhibitor	1032900-25-6	1032900-25-6
ALK	anaplastic lymphoma receptor tyrosine kinase	MyCancerGenomeClinicalTrial	inhibitor	CRENOLANIB	CRENOLANIB
ALK	anaplastic lymphoma receptor tyrosine kinase	MyCancerGenomeClinicalTrial	inhibitor	AP26113	AP26113
ALK	anaplastic lymphoma receptor tyrosine kinase	MyCancerGenomeClinicalTrial	inhibitor	CRENOLANIB	CRENOLANIB
ALK	anaplastic lymphoma receptor tyrosine kinase	MyCancerGenomeClinicalTrial	inhibitor	1032900-25-6	1032900-25-6
ALK	anaplastic lymphoma receptor tyrosine kinase	MyCancerGenomeClinicalTrial	inhibitor	CRENOLANIB	CRENOLANIB
ALK	anaplastic lymphoma receptor tyrosine kinase	MyCancerGenomeClinicalTrial	inhibitor	AP26113	AP26113
ALK	anaplastic lymphoma receptor tyrosine kinase	MyCancerGenomeClinicalTrial	inhibitor	AP26113	AP26113
ALK	anaplastic lymphoma receptor tyrosine kinase	MyCancerGenomeClinicalTrial	inhibitor	1032900-25-6	1032900-25-6
ALK	anaplastic lymphoma receptor tyrosine kinase	MyCancerGenomeClinicalTrial	inhibitor	AP26113	AP26113
ALK	anaplastic lymphoma receptor tyrosine kinase	MyCancerGenomeClinicalTrial	inhibitor	AP26113	AP26113
ALK	anaplastic lymphoma receptor tyrosine kinase	MyCancerGenomeClinicalTrial	inhibitor	CRENOLANIB	CRENOLANIB
ALK	anaplastic lymphoma receptor tyrosine kinase	MyCancerGenomeClinicalTrial	inhibitor	CRENOLANIB	CRENOLANIB
ALK	anaplastic lymphoma receptor tyrosine kinase	MyCancerGenomeClinicalTrial	inhibitor	CRENOLANIB	CRENOLANIB
ALK	anaplastic lymphoma receptor tyrosine kinase	MyCancerGenomeClinicalTrial	inhibitor	CRENOLANIB	CRENOLANIB
ALK	anaplastic lymphoma receptor tyrosine kinase	MyCancerGenomeClinicalTrial	inhibitor	1032900-25-6	1032900-25-6
ALK	anaplastic lymphoma receptor tyrosine kinase	MyCancerGenomeClinicalTrial	inhibitor	1032900-25-6	1032900-25-6
ALK	anaplastic lymphoma receptor tyrosine kinase	MyCancerGenomeClinicalTrial	inhibitor	CRIZOTINIB	CRIZOTINIB
ALK	anaplastic lymphoma receptor tyrosine kinase	MyCancerGenomeClinicalTrial	inhibitor	1032900-25-6	1032900-25-6
ALK	anaplastic lymphoma receptor tyrosine kinase	MyCancerGenomeClinicalTrial	inhibitor	1032900-25-6	1032900-25-6
ALK	anaplastic lymphoma receptor tyrosine kinase	MyCancerGenome	inhibitor	TSR-011	TSR-011
ALK	anaplastic lymphoma receptor tyrosine kinase	MyCancerGenome	inhibitor	X-396	X-396
ALK	anaplastic lymphoma receptor tyrosine kinase	MyCancerGenome	inhibitor	ASP3026	ASP3026
ALK	anaplastic lymphoma receptor tyrosine kinase	MyCancerGenome	inhibitor	LDK378	LDK378
ALK	anaplastic lymphoma receptor tyrosine kinase	MyCancerGenome	inhibitor	CRIZOTINIB	CRIZOTINIB
ALK	anaplastic lymphoma receptor tyrosine kinase	MyCancerGenome	inhibitor	CH5424802	CH5424802
ALK	anaplastic lymphoma receptor tyrosine kinase	MyCancerGenome	inhibitor	AP26113	AP26113
ALK	anaplastic lymphoma receptor tyrosine kinase	CancerCommons	inhibitor	CRIZOTINIB	CRIZOTINIB
ALK	anaplastic lymphoma receptor tyrosine kinase	CancerCommons	inhibitor	ASP3026	ASP3026
ALK	anaplastic lymphoma receptor tyrosine kinase	CancerCommons	inhibitor	LDK378	LDK378
ALK	anaplastic lymphoma receptor tyrosine kinase	CancerCommons	inhibitor	X-396	X-396
ALK	anaplastic lymphoma receptor tyrosine kinase	TALC	inhibitor	CRIZOTINIB	CRIZOTINIB
ALK	anaplastic lymphoma receptor tyrosine kinase	TALC	inhibitor	AP26113	AP26113
ALK	anaplastic lymphoma receptor tyrosine kinase	TALC	inhibitor	X-396	X-396
ALK	anaplastic lymphoma receptor tyrosine kinase	TALC	inhibitor	LDK378	LDK378
ALK	anaplastic lymphoma receptor tyrosine kinase	TALC	inhibitor	ASP3026	ASP3026
ALK	anaplastic lymphoma receptor tyrosine kinase	CIViC	n/a	23344087	23344087
ALK	anaplastic lymphoma receptor tyrosine kinase	CIViC	n/a	PF-06463922	PF-06463922
ALK	anaplastic lymphoma receptor tyrosine kinase	CIViC	n/a	TAE684	TAE684
ALK	anaplastic lymphoma receptor tyrosine kinase	CIViC	n/a	AUY922	AUY922
ALK	anaplastic lymphoma receptor tyrosine kinase	CIViC	n/a	CERITINIB	CERITINIB
ALK	anaplastic lymphoma receptor tyrosine kinase	CIViC	n/a	PEMETREXED	PEMETREXED
ALK	anaplastic lymphoma receptor tyrosine kinase	CIViC	n/a	CH5424802	CH5424802
ALK	anaplastic lymphoma receptor tyrosine kinase	CIViC	n/a	CRIZOTINIB	CRIZOTINIB
ALK	anaplastic lymphoma receptor tyrosine kinase	TdgClinicalTrial	n/a	CRIZOTINIB	CRIZOTINIB
ALK	anaplastic lymphoma receptor tyrosine kinase	GuideToPharmacologyInteractions	n/a	7739	ALECTINIB
ALK	anaplastic lymphoma receptor tyrosine kinase	GuideToPharmacologyInteractions	n/a	7741	AP26113
ALK	anaplastic lymphoma receptor tyrosine kinase	GuideToPharmacologyInteractions	n/a	7741	AP26113
ALK	anaplastic lymphoma receptor tyrosine kinase	GuideToPharmacologyInteractions	n/a	7706	AZD3463
ALK	anaplastic lymphoma receptor tyrosine kinase	GuideToPharmacologyInteractions	n/a	7397	CERITINIB
ALK	anaplastic lymphoma receptor tyrosine kinase	GuideToPharmacologyInteractions	n/a	4903	CRIZOTINIB
ALK	anaplastic lymphoma receptor tyrosine kinase	GuideToPharmacologyInteractions	n/a	7476	PF-06463922
ALK	anaplastic lymphoma receptor tyrosine kinase	PharmGKB	n/a	PA165946122	CRIZOTINIB
KCNK6	"potassium channel, subfamily K, member 6"	DrugBank	inhibitor	DB00308	IBUTILIDE
KCNK6	"potassium channel, subfamily K, member 6"	DrugBank	inhibitor	DB00908	QUINIDINE
CACNA1A	"calcium channel, voltage-dependent, P/Q type, alpha 1A subunit"	DrugBank	inhibitor	DB00230	PREGABALIN
CACNA1A	"calcium channel, voltage-dependent, P/Q type, alpha 1A subunit"	DrugBank	inhibitor	DB00836	LOPERAMIDE
CACNA1A	"calcium channel, voltage-dependent, P/Q type, alpha 1A subunit"	DrugBank	inhibitor	DB01244	BEPRIDIL
CACNA1A	"calcium channel, voltage-dependent, P/Q type, alpha 1A subunit"	DrugBank	inhibitor	DB00661	VERAPAMIL
CACNA1A	"calcium channel, voltage-dependent, P/Q type, alpha 1A subunit"	TdgClinicalTrial	n/a	NISOLDIPINE	NISOLDIPINE
CACNA1A	"calcium channel, voltage-dependent, P/Q type, alpha 1A subunit"	TdgClinicalTrial	n/a	BEPRIDIL	BEPRIDIL
CACNA1A	"calcium channel, voltage-dependent, P/Q type, alpha 1A subunit"	TdgClinicalTrial	n/a	PREGABALIN	PREGABALIN
CACNA1A	"calcium channel, voltage-dependent, P/Q type, alpha 1A subunit"	TEND	n/a	PREGABALIN	PREGABALIN
CACNA1A	"calcium channel, voltage-dependent, P/Q type, alpha 1A subunit"	TEND	n/a	BEPRIDIL	BEPRIDIL
CACNA1A	"calcium channel, voltage-dependent, P/Q type, alpha 1A subunit"	TEND	n/a	NISOLDIPINE	NISOLDIPINE
CACNA1A	"calcium channel, voltage-dependent, P/Q type, alpha 1A subunit"	PharmGKB	n/a	PA448871	CELECOXIB
TRBC1	T cell receptor beta constant 1	DrugBank	n/a	DB02740	3-INDOLEBUTYRIC ACID
MCOLN1	mucolipin 1	GuideToPharmacologyInteractions	n/a	2794	"PHOSPHATIDYL (3,5) INOSITOL BIPHOSPHATE"
MAP2K4	mitogen-activated protein kinase kinase 4	MyCancerGenomeClinicalTrial	inhibitor	PD 0325901	PD 0325901
MAP2K4	mitogen-activated protein kinase kinase 4	MyCancerGenomeClinicalTrial	inhibitor	AZD6244	AZD6244
MAP2K4	mitogen-activated protein kinase kinase 4	MyCancerGenomeClinicalTrial	inhibitor	TRAMETINIB	TRAMETINIB
MAP2K4	mitogen-activated protein kinase kinase 4	MyCancerGenomeClinicalTrial	inhibitor	AZD6244	AZD6244
MAP2K4	mitogen-activated protein kinase kinase 4	MyCancerGenomeClinicalTrial	inhibitor	PD 0325901	PD 0325901
MAP2K4	mitogen-activated protein kinase kinase 4	MyCancerGenomeClinicalTrial	inhibitor	TRAMETINIB	TRAMETINIB
MAP2K4	mitogen-activated protein kinase kinase 4	MyCancerGenomeClinicalTrial	inhibitor	MEK162	MEK162
MAP2K4	mitogen-activated protein kinase kinase 4	MyCancerGenomeClinicalTrial	inhibitor	TRAMETINIB	TRAMETINIB
MAP2K4	mitogen-activated protein kinase kinase 4	MyCancerGenomeClinicalTrial	inhibitor	MEK162	MEK162
MAP2K4	mitogen-activated protein kinase kinase 4	MyCancerGenomeClinicalTrial	inhibitor	MEK162	MEK162
MAP2K4	mitogen-activated protein kinase kinase 4	MyCancerGenomeClinicalTrial	inhibitor	MEK162	MEK162
MAP2K4	mitogen-activated protein kinase kinase 4	MyCancerGenomeClinicalTrial	inhibitor	MEK162	MEK162
MAP2K4	mitogen-activated protein kinase kinase 4	MyCancerGenomeClinicalTrial	inhibitor	GDC-0973	GDC-0973
MAP2K4	mitogen-activated protein kinase kinase 4	MyCancerGenomeClinicalTrial	inhibitor	SELUMETINIB	SELUMETINIB
MAP2K4	mitogen-activated protein kinase kinase 4	MyCancerGenomeClinicalTrial	inhibitor	PD 0325901	PD 0325901
MAP2K4	mitogen-activated protein kinase kinase 4	MyCancerGenomeClinicalTrial	inhibitor	TRAMETINIB	TRAMETINIB
MAP2K4	mitogen-activated protein kinase kinase 4	MyCancerGenomeClinicalTrial	inhibitor	PD 0325901	PD 0325901
MAP2K4	mitogen-activated protein kinase kinase 4	MyCancerGenomeClinicalTrial	inhibitor	BAY869766	BAY869766
MAP2K4	mitogen-activated protein kinase kinase 4	MyCancerGenomeClinicalTrial	inhibitor	MEK162	MEK162
MAP2K4	mitogen-activated protein kinase kinase 4	MyCancerGenomeClinicalTrial	inhibitor	PD 0325901	PD 0325901
MAP2K4	mitogen-activated protein kinase kinase 4	MyCancerGenomeClinicalTrial	inhibitor	MEK162	MEK162
MAP2K4	mitogen-activated protein kinase kinase 4	MyCancerGenomeClinicalTrial	inhibitor	MEK162	MEK162
MAP2K4	mitogen-activated protein kinase kinase 4	MyCancerGenomeClinicalTrial	inhibitor	DABRAFENIB MESYLATE	DABRAFENIB MESYLATE
MAP2K4	mitogen-activated protein kinase kinase 4	MyCancerGenomeClinicalTrial	inhibitor	TRAMETINIB	TRAMETINIB
MAP2K4	mitogen-activated protein kinase kinase 4	MyCancerGenomeClinicalTrial	inhibitor	TRAMETINIB	TRAMETINIB
MAP2K4	mitogen-activated protein kinase kinase 4	MyCancerGenomeClinicalTrial	inhibitor	MEK162	MEK162
MAP2K4	mitogen-activated protein kinase kinase 4	MyCancerGenomeClinicalTrial	inhibitor	MEK162	MEK162
MAP2K4	mitogen-activated protein kinase kinase 4	MyCancerGenomeClinicalTrial	inhibitor	MEK162	MEK162
MAP2K4	mitogen-activated protein kinase kinase 4	MyCancerGenomeClinicalTrial	inhibitor	TRAMETINIB	TRAMETINIB
MAP2K4	mitogen-activated protein kinase kinase 4	MyCancerGenomeClinicalTrial	inhibitor	PD 0325901	PD 0325901
MAP2K4	mitogen-activated protein kinase kinase 4	MyCancerGenomeClinicalTrial	inhibitor	MEK162	MEK162
